Statistics for CAH1 orthologs
SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila melanogaster	NP_001097988	Drosophila grimshawi	EDV93936	0.392219125325152	2.33344919210726	-5.64302255956523	0.168085564773301
Drosophila melanogaster	NP_001097988	Drosophila mojavensis	EDW13940	0.393504939036243	1.84288269980994	-7.80976470303914	0.213526850665441
Drosophila melanogaster	NP_001097988	Drosophila persimilis	EDW38798	0.300281032587246	1.47532533262912	-9.95602034474787	0.20353546837844
Drosophila melanogaster	NP_001097988	Drosophila sechellia	EDW53621	0.01997557256945	0.194105738514483	-10.1062319842285	0.102910778024008
Drosophila melanogaster	NP_001097988	Drosophila yakuba	XP_002099494	0.0307869310687455	0.421285818444257	-13.6848053119023	0.0730784890467873
Drosophila melanogaster	NP_001097988	Drosophila pseudoobscura	XP_002137073	0.269925210197685	2.1792644946519	-6.76555869684123	0.123860692843895
Drosophila ananassae	EDV42042	Drosophila erecta	EDV52965	0.209478114437522	0.782159543864539	-11.4356066582544	0.267820185895222
Drosophila ananassae	EDV42042	Drosophila grimshawi	EDV93936	0.41503892863859	1.64901412348192	-8.34251907717142	0.251689129115662
Drosophila ananassae	EDV42042	Drosophila mojavensis	EDW13940	0.416349877880186	1.51761820266737	-8.98235100663885	0.274344283132878
Drosophila ananassae	EDV42042	Drosophila persimilis	EDW38798	0.31094476795411	1.3928848838268	-10.3319331269231	0.223237951365962
Drosophila ananassae	EDV42042	Drosophila sechellia	EDW53621	0.155139113303299	2.74078518775449	-4.53814765200154	0.0566038936566218
Drosophila ananassae	EDV42042	Drosophila willistoni	EDW81707	0.196431638696713	6.73257571887376	-0.0574761189104918	0.0291762984775717
Drosophila ananassae	EDV42042	Drosophila yakuba	XP_002099494	0.157904642265842	2.40091566722209	-6.11354839144675	0.0657685084160166
Drosophila ananassae	EDV42042	Drosophila pseudoobscura	XP_002137073	0.279447457630503	1.61433881741607	-9.78188070805885	0.173103350186294
Drosophila erecta	EDV52965	Drosophila grimshawi	EDV93936	0.524742098494516	1.0035002638207	-7.01385723499798	0.52291176934685
Drosophila erecta	EDV52965	Drosophila mojavensis	EDW13940	0.536893365200699	0.724168501488142	-3.41020660293926	0.74139287209731
Drosophila erecta	EDV52965	Drosophila persimilis	EDW38798	0.424053146470591	0.640533769766906	-4.60174212601787	0.662030897488678
Drosophila erecta	EDV52965	Drosophila sechellia	EDW53621	0.0680379291903421	0.178910307408592	-6.16077959673531	0.380290717599396
Drosophila erecta	EDV52965	Drosophila virilis	EDW66500	0.341776950107392	0.883991247256237	-9.16046310172699	0.386629337301937
Drosophila erecta	EDV52965	Drosophila willistoni	EDW81707	0.251282203284903	0.846445656898169	-10.8326471927964	0.29686749673421
Drosophila erecta	EDV52965	Drosophila yakuba	XP_002099494	0.0458009868732042	0.200656473676997	-8.37096347722964	0.228255715023336
Drosophila erecta	EDV52965	Drosophila pseudoobscura	XP_002137073	0.36802472694281	0.695382404639556	-6.79081358085736	0.529240781025472
Drosophila grimshawi	EDV93936	Drosophila mojavensis	EDW13940	0.350742266496318	0.743145823951637	-7.51695510018026	0.471969639324978
Drosophila grimshawi	EDV93936	Drosophila persimilis	EDW38798	0.509034638581496	1.35799006394101	-8.0903701216989	0.374844155416153
Drosophila grimshawi	EDV93936	Drosophila sechellia	EDW53621	0.379576945897014	2.45767474873842	-5.16957451525515	0.154445557164088
Drosophila grimshawi	EDV93936	Drosophila virilis	EDW66500	0.300532215529888	0.965913745323401	-10.2537177110541	0.311137735625934
Drosophila grimshawi	EDV93936	Drosophila willistoni	EDW81707	0.379063087656248	2.10592845295528	-6.7492050979422	0.179998084514364
Drosophila grimshawi	EDV93936	Drosophila yakuba	XP_002099494	0.38380729126725	1.6838265621509	-8.33749593770519	0.227937544100135
Drosophila grimshawi	EDV93936	Drosophila pseudoobscura	XP_002137073	0.461015265839113	1.62595033531136	-8.16990105896759	0.283535884108558
Drosophila mojavensis	EDW13940	Drosophila persimilis	EDW38798	0.506285729505797	2.06444768961356	-6.8990787980809	0.245240280028876
Drosophila mojavensis	EDW13940	Drosophila sechellia	EDW53621	0.405585567420869	1.95555759783232	-7.34711211486427	0.207401494014008
Drosophila mojavensis	EDW13940	Drosophila virilis	EDW66500	0.242589347698328	0.870786503351745	-11.1610387139204	0.278586481031317
Drosophila mojavensis	EDW13940	Drosophila willistoni	EDW81707	0.389792606774882	1.19340411023058	-9.48445276897279	0.326622477192215
Drosophila mojavensis	EDW13940	Drosophila yakuba	XP_002099494	0.403922984130958	1.34454646355118	-9.31602027052103	0.300415787093089
Drosophila mojavensis	EDW13940	Drosophila pseudoobscura	XP_002137073	0.46298182812633	1.56675824452199	-8.55660828783873	0.295503042505185
Drosophila persimilis	EDW38798	Drosophila sechellia	EDW53621	0.308131855243179	1.41027358265138	-10.2947624361374	0.2184908368374
Drosophila persimilis	EDW38798	Drosophila virilis	EDW66500	0.384672013410224	1.63953845755357	-8.73239010555876	0.234622135051478
Drosophila persimilis	EDW38798	Drosophila willistoni	EDW81707	0.330616377492087	1.42281116412896	-9.98000929991671	0.232368416714307
Drosophila persimilis	EDW38798	Drosophila yakuba	XP_002099494	0.321358411812928	1.2759541843853	-10.4361752350469	0.251857328221972
Drosophila persimilis	EDW38798	Drosophila pseudoobscura	XP_002137073	0.0449443206983906	0.102662405272352	-4.41371733531166	0.437787528737109
Drosophila sechellia	EDW53621	Drosophila yakuba	XP_002099494	0.0336246157789551	0.370407049089163	-13.1945428706583	0.0907774726794174
Drosophila sechellia	EDW53621	Drosophila pseudoobscura	XP_002137073	0.285990756884103	1.80364795658584	-8.79366418041082	0.158562404509059
Drosophila virilis	EDW66500	Drosophila pseudoobscura	XP_002137073	0.335597742861095	2.13014824335422	-6.80762411661693	0.157546660852416
Drosophila willistoni	EDW81707	Drosophila pseudoobscura	XP_002137073	0.292733262054905	1.97026498376951	-7.92135509239125	0.148575579663832
Drosophila yakuba	XP_002099494	Drosophila pseudoobscura	XP_002137073	0.300891152213456	1.64791843300216	-9.4480947237078	0.18258861979309


Statistics for CAH6 orthologs
SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila melanogaster	NP_001097987	Drosophila ananassae	EDV42041	0.188752725128087	1.04056870761763	-11.2777517108597	0.181393812581809
Drosophila melanogaster	NP_001097987	Drosophila grimshawi	EDV93939	0.369992472676609	1.99890753181928	-6.64967333585372	0.185097342816986
Drosophila melanogaster	NP_001097987	Drosophila mojavensis	EDW13941	0.352655642721864	1.43724164390236	-8.08931770370027	0.245369763823669
Drosophila melanogaster	NP_001097987	Drosophila persimilis	EDW38799	0.290532569726801	1.1670803011666	-9.62252480525818	0.248939656882554
Drosophila melanogaster	NP_001097987	Drosophila sechellia	EDW53619	0.0118843784001257	0.153991399978411	-9.67910726006792	0.0771755981294529
Drosophila melanogaster	NP_001097987	Drosophila virilis	EDW66501	0.382708568303591	2.55216814662635	-4.38537801110135	0.14995429231788
Drosophila melanogaster	NP_001097987	Drosophila yakuba	XP_002099492	0.0255631811955321	0.388693308064345	-13.7666184874532	0.0657669701668759
Drosophila melanogaster	NP_001097987	Drosophila simulans	XP_002105607	0.00592157036156186	0.159436322447326	-10.417794323767	0.0371406607394511
Drosophila melanogaster	NP_001097987	Drosophila pseudoobscura	XP_002137072	0.291377421169576	1.13696904349727	-9.61306057214119	0.256275597683216
Drosophila ananassae	EDV42041	Drosophila mojavensis	EDW13941	0.320619628638032	1.81057977556984	-7.07796554160506	0.177081194081672
Drosophila ananassae	EDV42041	Drosophila persimilis	EDW38799	0.220462611488199	1.91886860442798	-7.51666285617366	0.114891979044036
Drosophila ananassae	EDV42041	Drosophila sechellia	EDW53619	0.188819258285482	1.0225172193656	-11.2794003475313	0.184661201502926
Drosophila ananassae	EDV42041	Drosophila willistoni	EDW81707	0.506900838108313	1.9531150165009	-6.12193901893566	0.259534555735714
Drosophila ananassae	EDV42041	Drosophila yakuba	XP_002099492	0.181656386555995	1.15515880462296	-11.2429341510403	0.1572566350436
Drosophila ananassae	EDV42041	Drosophila simulans	XP_002105607	0.18336634740788	1.00575582861123	-11.3642309305345	0.182316962220419
Drosophila ananassae	EDV42041	Drosophila pseudoobscura	XP_002137072	0.214506323920313	1.74765019502026	-8.40166950968882	0.122739850647187
Drosophila grimshawi	EDV93939	Drosophila mojavensis	EDW13941	0.200962698133215	1.04296806983462	-10.0671503609973	0.192683461695123
Drosophila grimshawi	EDV93939	Drosophila persimilis	EDW38799	0.320539538844636	1.36658199509842	-8.93137156964449	0.234555657834165
Drosophila grimshawi	EDV93939	Drosophila sechellia	EDW53619	0.377095089051545	1.91741475188147	-6.95975015522913	0.196668503088087
Drosophila grimshawi	EDV93939	Drosophila virilis	EDW66501	0.222183422634869	1.04462046162113	-10.6825062830413	0.212692964380638
Drosophila grimshawi	EDV93939	Drosophila willistoni	EDW81707	0.541301213353048	1.87276341430301	-6.30364212570353	0.289038759097345
Drosophila grimshawi	EDV93939	Drosophila yakuba	XP_002099492	0.367226725743465	2.17627481865102	-5.90623409063551	0.168740970853623
Drosophila grimshawi	EDV93939	Drosophila simulans	XP_002105607	0.369738364593541	1.93516262219424	-6.92014603681645	0.191063200763098
Drosophila grimshawi	EDV93939	Drosophila pseudoobscura	XP_002137072	0.316919656100598	1.45270610930441	-8.75582175525451	0.218158135407269
Drosophila mojavensis	EDW13941	Drosophila persimilis	EDW38799	0.330722316086449	1.84743386475511	-6.88120106249691	0.17901713419673
Drosophila mojavensis	EDW13941	Drosophila sechellia	EDW53619	0.35292300773964	1.40294964820187	-8.15584658248857	0.251557857541056
Drosophila mojavensis	EDW13941	Drosophila virilis	EDW66501	0.156737896283405	0.911638557240275	-10.8278640187968	0.171929867422331
Drosophila mojavensis	EDW13941	Drosophila willistoni	EDW81707	0.514810197999329	1.1986922942823	-6.44097768811172	0.429476522419428
Drosophila mojavensis	EDW13941	Drosophila yakuba	XP_002099492	0.345293193840457	1.76974857268225	-7.10971624716395	0.195108615523349
Drosophila mojavensis	EDW13941	Drosophila simulans	XP_002105607	0.351433148563666	1.31336528572658	-8.3021812774631	0.267582181730383
Drosophila mojavensis	EDW13941	Drosophila pseudoobscura	XP_002137072	0.32553671418738	1.97668792338704	-6.37735292153017	0.164687966337942
Drosophila persimilis	EDW38799	Drosophila sechellia	EDW53619	0.294148838843828	1.09278006107569	-9.55242129841857	0.269174785779198
Drosophila persimilis	EDW38799	Drosophila virilis	EDW66501	0.35091684869475	2.71354212366634	-3.77960961022392	0.129320582729933
Drosophila persimilis	EDW38799	Drosophila willistoni	EDW81707	0.535783274684235	1.7070623641864	-6.55220028883607	0.313862742173215
Drosophila persimilis	EDW38799	Drosophila yakuba	XP_002099492	0.270813336798072	1.25306814067332	-9.77269425944695	0.216120199698441
Drosophila persimilis	EDW38799	Drosophila simulans	XP_002105607	0.290052569710417	1.05562242657787	-9.56672729318463	0.274769237946861
Drosophila persimilis	EDW38799	Drosophila pseudoobscura	XP_002137072	0.00749069897126123	0.0435807231054605	-4.15000913851282	0.171881016134922
Drosophila sechellia	EDW53619	Drosophila virilis	EDW66501	0.392724802541938	2.53829269750932	-4.41520305936947	0.154720061609639
Drosophila sechellia	EDW53619	Drosophila yakuba	XP_002099492	0.0301510265205734	0.33000131764197	-12.6425808874771	0.0913663822193742
Drosophila sechellia	EDW53619	Drosophila simulans	XP_002105607	0.00589249286864628	0.0235683179068418	-3.05333393564076	0.250017540154433
Drosophila sechellia	EDW53619	Drosophila pseudoobscura	XP_002137072	0.296445083602669	1.03339346058507	-9.43549682887699	0.286865646928744
Drosophila virilis	EDW66501	Drosophila willistoni	EDW81707	0.541266620364374	1.93210254051038	-6.07210525234567	0.280143837615055
Drosophila virilis	EDW66501	Drosophila yakuba	XP_002099492	0.375865478905755	2.47755949485958	-4.67769633485975	0.151707952800164
Drosophila virilis	EDW66501	Drosophila simulans	XP_002105607	0.389409643810013	2.39247664869435	-4.97268233781895	0.162764240153619
Drosophila virilis	EDW66501	Drosophila pseudoobscura	XP_002137072	0.355809813906863	3.1235440192379	-2.59084683320117	0.113912213727558
Drosophila willistoni	EDW81707	Drosophila pseudoobscura	XP_002137072	0.538645216987988	1.62876030321659	-6.6914476212468	0.330708708902245
Drosophila yakuba	XP_002099492	Drosophila simulans	XP_002105607	0.0240351022255644	0.35844346126612	-13.4267794220966	0.0670540958974837
Drosophila yakuba	XP_002099492	Drosophila pseudoobscura	XP_002137072	0.279198027023024	1.12854585247745	-9.77100814856264	0.247396263439462
Drosophila simulans	XP_002105607	Drosophila pseudoobscura	XP_002137072	0.292339113880282	0.999066756572244	-9.42126627840632	0.292612192285614


Statistics for CAH7 orthologs
SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila ananassae	EDV42191	Drosophila erecta	EDV49664	0.270808403534965	1.36169961023801	-10.6729069640689	0.198875289012993
Drosophila ananassae	EDV42191	Drosophila grimshawi	EDV90645	0.297936715002618	2.89471579760764	-3.64620729163249	0.102924340706901
Drosophila ananassae	EDV42191	Drosophila mojavensis	EDW14771	0.310835403317994	1.95016312222423	-7.7634755776145	0.159389437619698
Drosophila ananassae	EDV42191	Drosophila persimilis	EDW28012	0.326538409276951	1.24319329971274	-9.80198967927435	0.262661011246121
Drosophila ananassae	EDV42191	Drosophila sechellia	EDW42766	0.261482432350882	1.37815768380453	-10.7212624458513	0.189733319651084
Drosophila ananassae	EDV42191	Drosophila virilis	EDW59151	0.306243687998326	2.36865302409591	-5.76535356330662	0.129290227349874
Drosophila ananassae	EDV42191	Drosophila willistoni	EDW81694	0.339479861278942	2.65431397465722	-4.47523102208523	0.127897401935196
Drosophila ananassae	EDV42191	Drosophila yakuba	XP_002097060	0.263704453826576	1.51793683594782	-10.1721502586617	0.173725577758916
Drosophila ananassae	EDV42191	Drosophila simulans	XP_002104017	0.260201411493658	1.34259710776284	-10.8454720442938	0.193804537481263
Drosophila ananassae	EDV42191	Drosophila pseudoobscura	XP_001357983	0.335587216653359	1.30088307145074	-10.0774957501156	0.257968778300047
Drosophila ananassae	EDV42191	Drosophila melanogaster	NP_649979	0.255052378276932	1.68552029232042	-9.45730696423425	0.151319672292884
Drosophila erecta	EDV49664	Drosophila grimshawi	EDV90645	0.163017621218673	1.34984373069398	-11.9505714534164	0.120767772973885
Drosophila erecta	EDV49664	Drosophila mojavensis	EDW14771	0.168936227980009	1.09829918471857	-12.7471502764606	0.15381621905082
Drosophila erecta	EDV49664	Drosophila persimilis	EDW28012	0.220674357002362	0.79631185534311	-10.7837905791987	0.277120521968468
Drosophila erecta	EDV49664	Drosophila sechellia	EDW42766	0.015900378708561	0.173698013837892	-10.0608549521404	0.0915403599456263
Drosophila erecta	EDV49664	Drosophila virilis	EDW59151	0.164751113858857	1.31708184437254	-12.1947794388335	0.125087984898421
Drosophila erecta	EDV49664	Drosophila yakuba	XP_002097060	0.0188143006195076	0.192195361147105	-10.3843594886412	0.0978915438292359
Drosophila erecta	EDV49664	Drosophila simulans	XP_002104017	0.0144304595946327	0.1565450857978	-9.62503289188461	0.0921808533374954
Drosophila erecta	EDV49664	Drosophila pseudoobscura	XP_001357983	0.206508387478797	0.919554317289421	-12.0937630556331	0.224574430891178
Drosophila erecta	EDV49664	Drosophila melanogaster	NP_649979	0.0173543534561488	0.18596904032545	-10.3178050460778	0.0933185084236507
Drosophila grimshawi	EDV90645	Drosophila mojavensis	EDW14771	0.137361107824768	1.25271192696582	-12.6904358210024	0.10965099387013
Drosophila grimshawi	EDV90645	Drosophila persimilis	EDW28012	0.300238603136274	1.57393162219978	-9.26097646575228	0.190757081757243
Drosophila grimshawi	EDV90645	Drosophila sechellia	EDW42766	0.1553682015183	1.22205060673722	-12.5111142868259	0.127137289292071
Drosophila grimshawi	EDV90645	Drosophila virilis	EDW59151	0.153248023714309	1.3170518268211	-12.2673781246105	0.116356866596659
Drosophila grimshawi	EDV90645	Drosophila willistoni	EDW81694	0.211264202552724	2.67331241177093	-4.65399025679613	0.0790271281510164
Drosophila grimshawi	EDV90645	Drosophila yakuba	XP_002097060	0.157980527040612	1.29428704268329	-12.2053705353358	0.122059884577914
Drosophila grimshawi	EDV90645	Drosophila simulans	XP_002104017	0.149789526422926	1.18141803673462	-12.7196107656379	0.126787912293042
Drosophila grimshawi	EDV90645	Drosophila pseudoobscura	XP_001357983	0.302583261538112	1.83975592703046	-8.42705726910779	0.164469241322957
Drosophila grimshawi	EDV90645	Drosophila melanogaster	NP_649979	0.153006233162977	1.0968158095898	-12.889644691792	0.139500389969944
Drosophila mojavensis	EDW14771	Drosophila persimilis	EDW28012	0.320423538442589	0.919325598115015	-9.42374744686667	0.348541951947803
Drosophila mojavensis	EDW14771	Drosophila sechellia	EDW42766	0.164302546232021	1.13404371383046	-12.7470242094324	0.144882021943454
Drosophila mojavensis	EDW14771	Drosophila virilis	EDW59151	0.105816296701415	0.716790339963015	-13.6667932427826	0.147625171269572
Drosophila mojavensis	EDW14771	Drosophila willistoni	EDW81694	0.220806087741963	2.09538099126495	-7.49465656261489	0.105377536907341
Drosophila mojavensis	EDW14771	Drosophila yakuba	XP_002097060	0.164169030951208	1.20907311635239	-12.5433038299531	0.135780895903536
Drosophila mojavensis	EDW14771	Drosophila simulans	XP_002104017	0.162060807496971	1.1224021366741	-12.806395821336	0.14438747236992
Drosophila mojavensis	EDW14771	Drosophila pseudoobscura	XP_001357983	0.309120413914355	0.938927406385373	-10.1552374401818	0.32922717114456
Drosophila mojavensis	EDW14771	Drosophila melanogaster	NP_649979	0.154323258620105	1.26887075639208	-12.4559489302069	0.121622519742601
Drosophila persimilis	EDW28012	Drosophila sechellia	EDW42766	0.227333218803925	0.802201042733199	-10.6901543959206	0.283386840322935
Drosophila persimilis	EDW28012	Drosophila virilis	EDW59151	0.308997868696224	1.13932272047389	-10.2299767489317	0.271211890312957
Drosophila persimilis	EDW28012	Drosophila willistoni	EDW81694	0.34868902375404	1.62441135416588	-8.73161355440509	0.214655618393587
Drosophila persimilis	EDW28012	Drosophila yakuba	XP_002097060	0.235757978032904	0.711161789477503	-9.81371222292626	0.331511030993548
Drosophila persimilis	EDW28012	Drosophila simulans	XP_002104017	0.227122718331878	0.820279732424439	-10.7977647813902	0.276884469229282
Drosophila persimilis	EDW28012	Drosophila pseudoobscura	XP_001357983	0.0268065165623043	0.0419866161955474	-1.64419964920998	0.638453845326719
Drosophila persimilis	EDW28012	Drosophila melanogaster	NP_649979	0.230780077799298	0.869542863697542	-10.9593729601375	0.265403912140635
Drosophila sechellia	EDW42766	Drosophila virilis	EDW59151	0.157183800292975	1.3004353718833	-12.3541365052936	0.120870136026322
Drosophila sechellia	EDW42766	Drosophila yakuba	XP_002097060	0.0129686228325457	0.133916305498858	-8.94005520259014	0.0968412530814355
Drosophila sechellia	EDW42766	Drosophila simulans	XP_002104017	0.00429800603173874	0.028849710620847	-4.02006687677738	0.148979173074719
Drosophila sechellia	EDW42766	Drosophila pseudoobscura	XP_001357983	0.21487438725528	0.922389066983127	-11.9549937741079	0.232954178390333
Drosophila sechellia	EDW42766	Drosophila melanogaster	NP_649979	0.0100696789550936	0.0900330258058082	-7.31830267821375	0.111844280084653
Drosophila virilis	EDW59151	Drosophila willistoni	EDW81694	0.227622558515772	2.28339182829255	-6.45794826282112	0.099686157975778
Drosophila virilis	EDW59151	Drosophila yakuba	XP_002097060	0.16603225547745	1.20901892699928	-12.5811307469208	0.137328086243888
Drosophila virilis	EDW59151	Drosophila simulans	XP_002104017	0.159440123545314	1.24892195404688	-12.5304700193872	0.127662199410203
Drosophila virilis	EDW59151	Drosophila pseudoobscura	XP_001357983	0.29964937982877	1.23782771524118	-10.7739656318603	0.242076806117067
Drosophila virilis	EDW59151	Drosophila melanogaster	NP_649979	0.160378774768552	1.39490061209067	-11.8878325896195	0.114975055124664
Drosophila willistoni	EDW81694	Drosophila pseudoobscura	XP_001357983	0.324691075667173	2.80385389846197	-3.97965107400354	0.115801709869861
Drosophila yakuba	XP_002097060	Drosophila simulans	XP_002104017	0.0115082574422882	0.145659227486607	-9.52192751512498	0.0790080906020622
Drosophila yakuba	XP_002097060	Drosophila pseudoobscura	XP_001357983	0.221414105889624	0.828093085234416	-11.4440379163174	0.267378281303902
Drosophila yakuba	XP_002097060	Drosophila melanogaster	NP_649979	0.0144165899659061	0.174776121594714	-10.2240059285201	0.0824860389071712
Drosophila simulans	XP_002104017	Drosophila pseudoobscura	XP_001357983	0.213740995854332	0.934826768447215	-12.0089056032974	0.228642357138922
Drosophila simulans	XP_002104017	Drosophila melanogaster	NP_649979	0.00861665772666605	0.079676841927511	-6.95842175758915	0.108145070991962
Drosophila pseudoobscura	XP_001357983	Drosophila melanogaster	NP_649979	0.213323045684664	1.00624976890787	-12.1321040272946	0.211998106510071


Statistics for CAH8 orthologs
SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila melanogaster	NP_651033	Drosophila ananassae	EDV43343	0.240383776037133	2.17665466165735	-7.03894194838084	0.110437259649677
Drosophila melanogaster	NP_651033	Drosophila erecta	EDV54159	0.0465614954603284	0.254606431410736	-10.1406799018542	0.182876352346396
Drosophila melanogaster	NP_651033	Drosophila mojavensis	EDW16163	0.246427079679401	1.72545219884253	-9.34341479090816	0.142818838936662
Drosophila melanogaster	NP_651033	Drosophila persimilis	EDW24545	0.35677729675652	1.307528702559	-9.30621155839556	0.272863835461709
Drosophila melanogaster	NP_651033	Drosophila sechellia	EDW43173	0.0755388809219885	0.15598783973728	-4.63334960999298	0.484261344020238
Drosophila melanogaster	NP_651033	Drosophila virilis	EDW67894	0.243202531566243	1.81102205188726	-8.90868453103698	0.13429020994681
Drosophila melanogaster	NP_651033	Drosophila willistoni	EDW84721	0.243712322077584	1.34070932413647	-11.0717421712424	0.181778643356983
Drosophila melanogaster	NP_651033	Drosophila yakuba	XP_002098276	0.0527980445678897	0.229191833443464	-6.59457042730358	0.23036616870083
Drosophila melanogaster	NP_651033	Drosophila simulans	XP_002104407	0.0102691090855536	0.0656669182682396	-5.88410603038934	0.156381772685081
Drosophila melanogaster	NP_651033	Drosophila pseudoobscura	XP_001358731	0.221201288067597	1.76409219056227	-9.26808783203252	0.125391002381284
Drosophila ananassae	EDV43343	Drosophila erecta	EDV54159	0.260010309910303	2.41858819616574	-5.75703190341709	0.107504994162505
Drosophila ananassae	EDV43343	Drosophila grimshawi	EDV91564	0.294006478444282	1.58265990025993	-9.69273683590933	0.185767313872042
Drosophila ananassae	EDV43343	Drosophila mojavensis	EDW16163	0.298062581194002	1.56104457135832	-9.74983461512189	0.190937905722095
Drosophila ananassae	EDV43343	Drosophila persimilis	EDW24545	0.450488173567787	1.26209748314943	-8.2542764642525	0.356936115935865
Drosophila ananassae	EDV43343	Drosophila sechellia	EDW43173	0.303298479478226	2.03050270073264	-7.4973543149445	0.149371128326395
Drosophila ananassae	EDV43343	Drosophila virilis	EDW67894	0.295678383237321	1.68741608871976	-9.21035371869805	0.1752255328214
Drosophila ananassae	EDV43343	Drosophila willistoni	EDW84721	0.28434188587911	2.91886522358292	-3.62749452673825	0.0974152158797108
Drosophila ananassae	EDV43343	Drosophila yakuba	XP_002098276	0.321857178731414	0.696379739731708	-5.77619126634803	0.462186304925262
Drosophila ananassae	EDV43343	Drosophila simulans	XP_002104407	0.248504766728596	1.96761960980559	-8.13901932437838	0.126297159008874
Drosophila ananassae	EDV43343	Drosophila pseudoobscura	XP_001358731	0.313422812641556	1.33833311073876	-10.3175352942788	0.23418894005286
Drosophila erecta	EDV54159	Drosophila grimshawi	EDV91564	0.242998650258012	3.44406370982949	-2.20607917680318	0.0705557941812994
Drosophila erecta	EDV54159	Drosophila mojavensis	EDW16163	0.251548159118586	1.67061305407449	-9.5895606255912	0.150572365339227
Drosophila erecta	EDV54159	Drosophila persimilis	EDW24545	0.356506574340009	1.19540078690551	-9.34868006181878	0.298231838430427
Drosophila erecta	EDV54159	Drosophila sechellia	EDW43173	0.106778284632285	0.304235157537919	-7.95716490420537	0.350972864202838
Drosophila erecta	EDV54159	Drosophila virilis	EDW67894	0.254813196062183	1.70132590299975	-9.41107441029061	0.149773300702059
Drosophila erecta	EDV54159	Drosophila willistoni	EDW84721	0.253169463105186	1.4461197622525	-10.5973994976838	0.175068116565149
Drosophila erecta	EDV54159	Drosophila yakuba	XP_002098276	0.0527400087712605	0.119624689748837	-3.37445752963171	0.440878959702992
Drosophila erecta	EDV54159	Drosophila simulans	XP_002104407	0.0457871019996864	0.220650014864246	-9.22746449656054	0.207510078926833
Drosophila erecta	EDV54159	Drosophila pseudoobscura	XP_001358731	0.221411698594819	1.76690729253319	-9.2512922077171	0.125310308882921
Drosophila grimshawi	EDV91564	Drosophila mojavensis	EDW16163	0.0840120857021718	1.30738859930962	-13.0774473110859	0.0642594602297552
Drosophila grimshawi	EDV91564	Drosophila persimilis	EDW24545	0.376549465157685	1.72796296489877	-8.18667432753583	0.217915240550161
Drosophila grimshawi	EDV91564	Drosophila sechellia	EDW43173	0.272916049913791	1.91239655829631	-7.99187225641962	0.142708921290322
Drosophila grimshawi	EDV91564	Drosophila virilis	EDW67894	0.0803298151887265	0.952970974277355	-14.4682799807078	0.0842940838252091
Drosophila grimshawi	EDV91564	Drosophila willistoni	EDW84721	0.131395826284241	2.14430847721872	-7.55830823505031	0.0612765503099013
Drosophila grimshawi	EDV91564	Drosophila yakuba	XP_002098276	0.311606401277449	0.893596831973679	-7.05960559851096	0.348710279768122
Drosophila grimshawi	EDV91564	Drosophila simulans	XP_002104407	0.234360343294216	4.13242071111787	-1.07933806748195	0.0567126049542081
Drosophila grimshawi	EDV91564	Drosophila pseudoobscura	XP_001358731	0.192648940354345	1.6211298710506	-10.3203327259202	0.118836216514532
Drosophila mojavensis	EDW16163	Drosophila persimilis	EDW24545	0.367739117714318	1.15865742975746	-9.39776994325139	0.317383817053929
Drosophila mojavensis	EDW16163	Drosophila sechellia	EDW43173	0.298529675291381	1.53832269187953	-9.82093080652156	0.194061803071134
Drosophila mojavensis	EDW16163	Drosophila virilis	EDW67894	0.071054364408105	0.871603388447035	-14.7383776185762	0.0815214412310913
Drosophila mojavensis	EDW16163	Drosophila willistoni	EDW84721	0.170266835563422	1.74010286752472	-9.79698667809478	0.0978487184528494
Drosophila mojavensis	EDW16163	Drosophila yakuba	XP_002098276	0.29999396702466	0.756482545376922	-6.48452883376203	0.396564294652941
Drosophila mojavensis	EDW16163	Drosophila simulans	XP_002104407	0.241192065405047	1.95874376657034	-8.11472709560832	0.123136098514489
Drosophila mojavensis	EDW16163	Drosophila pseudoobscura	XP_001358731	0.201890617361713	1.13084926777445	-12.1528735865943	0.178530086294383
Drosophila persimilis	EDW24545	Drosophila sechellia	EDW43173	0.339892800679625	1.01950391334852	-9.57499768956674	0.333390383528064
Drosophila persimilis	EDW24545	Drosophila virilis	EDW67894	0.368476565131389	1.23466603750333	-9.24458233902834	0.298442294465718
Drosophila persimilis	EDW24545	Drosophila willistoni	EDW84721	0.334409375060885	1.74513403498105	-8.21533085273466	0.191623891550838
Drosophila persimilis	EDW24545	Drosophila yakuba	XP_002098276	0.868089591518282	0.63405763271804	2.27983957754825	1.36910202909633
Drosophila persimilis	EDW24545	Drosophila simulans	XP_002104407	0.356061932263846	1.17508604371819	-9.34286897574932	0.30300924274209
Drosophila persimilis	EDW24545	Drosophila pseudoobscura	XP_001358731	0.156359969155199	0.25939112057602	-3.9528727805178	0.602796151263685
